,index,number,link,title,img
107,"E15: “The Besties” All-In’s inaugural award show covering the best, worst & most memorable of 2020",15.0,https://www.youtube.com/watch?v=_N8Cub88m2U&list=UUESLZhusAkFfsNsApnjF_Cg&index=128,"E15: “The Besties” All-In’s inaugural award show covering the best, worst & most memorable of 2020",https://i.ytimg.com/vi/_N8Cub88m2U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7xvvUyTi0_TxUR8RmdZW-t8mCZw
108,"E14: Salesforce acquires Slack, DeepMind’s AlphaFold breakthrough, Trust Fund Socialists & more",14.0,https://www.youtube.com/watch?v=xPCA5fZ6cjY&list=UUESLZhusAkFfsNsApnjF_Cg&index=129,"E14: Salesforce acquires Slack, DeepMind’s AlphaFold breakthrough, Trust Fund Socialists & more",https://i.ytimg.com/vi/xPCA5fZ6cjY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC97sM2JN9H5wqu-DFHdIPrMAt4AA
109,"E13: SPACsgiving Special! Vaccine news, innovation vs regulation, fixing higher ed, challenge trials",13.0,https://www.youtube.com/watch?v=OELRmfqrr2k&list=UUESLZhusAkFfsNsApnjF_Cg&index=130,"E13: SPACsgiving Special! Vaccine news, innovation vs regulation, fixing higher ed, challenge trials",https://i.ytimg.com/vi/OELRmfqrr2k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDygoa1zxsO9oomGNn8Z9A7kYNY_w
110,"E12: Biden wins, Pfizer vaccine, markets rip, Trump's next act, COVID endgame scenarios & more",12.0,https://www.youtube.com/watch?v=4MV9-PH8y_E&list=UUESLZhusAkFfsNsApnjF_Cg&index=131,"E12: Biden wins, Pfizer vaccine, markets rip, Trump's next act, COVID endgame scenarios & more",https://i.ytimg.com/vi/4MV9-PH8y_E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtGihQJzuBa1u6xCZXVw-3vi635Q
111,"E11: Election Night Special featuring Phil Hellmuth, Bill Gurley, Brad Gerstner & more!",11.0,https://www.youtube.com/watch?v=kA7MrXnMPpA&list=UUESLZhusAkFfsNsApnjF_Cg&index=132,"E11: Election Night Special featuring Phil Hellmuth, Bill Gurley, Brad Gerstner & more!",https://i.ytimg.com/vi/kA7MrXnMPpA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFMtY-6P_dhu3J__v-H-3U6Ye_Yw
112,"E10: Twitter & Facebook botch censorship (again), the publisher vs. distributor debate & more",10.0,https://www.youtube.com/watch?v=Sx_b-MtCrDQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=133,"E10: Twitter & Facebook botch censorship (again), the publisher vs. distributor debate & more",https://i.ytimg.com/vi/Sx_b-MtCrDQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLUhqwT4gql-6o9zkzxals-qkKzQ
113,"E9: Trump has COVID, First debate reactions, Coinbase letter response & more",9.0,https://www.youtube.com/watch?v=DprQR7jhd7A&list=UUESLZhusAkFfsNsApnjF_Cg&index=134,"E9: Trump has COVID, First debate reactions, Coinbase letter response & more",https://i.ytimg.com/vi/DprQR7jhd7A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTYTJuAIk8GyGGj-05rdTv4hvPng
114,"E8: TikTok + Oracle, how privacy loss will impact society, economy & COVID outlooks for 2021",8.0,https://www.youtube.com/watch?v=Lz9milywszw&list=UUESLZhusAkFfsNsApnjF_Cg&index=136,"E8: TikTok + Oracle, how privacy loss will impact society, economy & COVID outlooks for 2021",https://i.ytimg.com/vi/Lz9milywszw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBqt6XzfDa3PUf8TpJmLhJic-MZKw
115,"E7: California's collapse, how SPACs are opening the markets for growth stocks & more",7.0,https://www.youtube.com/watch?v=0uf-F0ssFP0&list=UUESLZhusAkFfsNsApnjF_Cg&index=137,"E7: California's collapse, how SPACs are opening the markets for growth stocks & more",https://i.ytimg.com/vi/0uf-F0ssFP0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB9NxumiPbHetKLsUOSR9UeAkimgA
116,"E6: Big Tech antitrust aftermath, potential effects of an M&A clampdown on Silicon Valley & more",6.0,https://www.youtube.com/watch?v=-XgCOfvSKDQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=138,"E6: Big Tech antitrust aftermath, potential effects of an M&A clampdown on Silicon Valley & more",https://i.ytimg.com/vi/-XgCOfvSKDQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4sIDkwyrgJ9dczfDbMrplzLnsBA
117,"E5: WHO's incompetence, kicking off Cold War II, China's grand plan, 100X'ing American efficiency",5.0,https://www.youtube.com/watch?v=fZodR6T8cU0&list=UUESLZhusAkFfsNsApnjF_Cg&index=139,"E5: WHO's incompetence, kicking off Cold War II, China's grand plan, 100X'ing American efficiency",https://i.ytimg.com/vi/fZodR6T8cU0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmIdrNH_Rol_u94Ea_zd5l0pUwAA
118,"E4: Politicizing the pandemic, Police reform, Twitter vs Facebook with David Sacks & David Friedberg",4.0,https://www.youtube.com/watch?v=RAjxkslflQg&list=UUESLZhusAkFfsNsApnjF_Cg&index=140,"E4: Politicizing the pandemic, Police reform, Twitter vs Facebook with David Sacks & David Friedberg",https://i.ytimg.com/vi/RAjxkslflQg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl5yFWDvlBx0kXb9ftfR94UG8p5Q
119,"E3: Modern Cold War, pandemic politicization & more with David Sacks & David Friedberg",3.0,https://www.youtube.com/watch?v=2m_bNAh5G6E&list=UUESLZhusAkFfsNsApnjF_Cg&index=141,"E3: Modern Cold War, pandemic politicization & more with David Sacks & David Friedberg",https://i.ytimg.com/vi/2m_bNAh5G6E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHIsdtVnI8gCVEfk4DWT2MZ0zXng
120,"E2: Rebooting economy, understanding corporate debt, avoiding a depression & more with David Sacks",2.0,https://www.youtube.com/watch?v=LBB-rq3_vz8&list=UUESLZhusAkFfsNsApnjF_Cg&index=142,"E2: Rebooting economy, understanding corporate debt, avoiding a depression & more with David Sacks",https://i.ytimg.com/vi/LBB-rq3_vz8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6lQfcwTR5gspHanl93JpSAiTNvw
121,"E1: US Response to COVID-19 & Impact on Startups, VC & Public Markets with David Friedberg",1.0,https://www.youtube.com/watch?v=zWFXRewP_FI&list=UUESLZhusAkFfsNsApnjF_Cg&index=143,"E1: US Response to COVID-19 & Impact on Startups, VC & Public Markets with David Friedberg",https://i.ytimg.com/vi/zWFXRewP_FI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_Niibxg34ahwYU0dZUAX8wHM-8Q
